frozenset({'pip fruit', 'yogurt', 'root vegetables'}),	0.0052872394509405184
frozenset({'citrus fruit', 'root vegetables', 'tropical fruit'}),	0.0056939501779359435
frozenset({'yogurt', 'root vegetables', 'tropical fruit'}),	0.00813421453990849
frozenset({'newspapers', 'whole milk', 'rolls/buns'}),	0.007625826131164209
frozenset({'sausage', 'yogurt', 'root vegetables'}),	0.005185561769191663
frozenset({'whole milk', 'soda', 'rolls/buns'}),	0.008845958312150484
frozenset({'brown bread', 'whole milk', 'tropical fruit'}),	0.0056939501779359435
frozenset({'margarine', 'other vegetables', 'root vegetables'}),	0.005897305541433655
frozenset({'soda', 'shopping bags', 'other vegetables'}),	0.005388917132689374
frozenset({'whipped/sour cream', 'yogurt', 'tropical fruit'}),	0.0062023385866802234
frozenset({'bottled water', 'yogurt', 'tropical fruit'}),	0.0071174377224199285
frozenset({'whole milk', 'root vegetables', 'tropical fruit'}),	0.011997966446365024
frozenset({'rolls/buns', 'soda', 'shopping bags'}),	0.00630401626842908
frozenset({'citrus fruit', 'whole milk', 'other vegetables'}),	0.013014743263853584
frozenset({'whole milk', 'whipped/sour cream', 'other vegetables'}),	0.014641586171835282
frozenset({'rolls/buns', 'sausage', 'soda'}),	0.009659379766141332
frozenset({'whole milk', 'soda', 'chocolate'}),	0.005083884087442806
frozenset({'chicken', 'root vegetables', 'other vegetables'}),	0.0056939501779359435
frozenset({'rolls/buns', 'sausage', 'other vegetables'}),	0.008845958312150484
frozenset({'other vegetables', 'shopping bags', 'root vegetables'}),	0.0066090493136756485
frozenset({'butter', 'whole milk', 'tropical fruit'}),	0.0062023385866802234
frozenset({'whole milk', 'sausage', 'other vegetables'}),	0.010167768174885612
frozenset({'whole milk', 'root vegetables', 'other vegetables'}),	0.023182511438739197
frozenset({'whole milk', 'pastry', 'other vegetables'}),	0.010574478901881037
frozenset({'sausage', 'shopping bags', 'other vegetables'}),	0.005388917132689374
frozenset({'bottled water', 'bottled beer', 'soda'}),	0.005083884087442806
frozenset({'bottled water', 'yogurt', 'other vegetables'}),	0.00813421453990849
frozenset({'beef', 'other vegetables', 'root vegetables'}),	0.007930859176410779
frozenset({'whole milk', 'long life bakery product', 'other vegetables'}),	0.0056939501779359435
frozenset({'whole milk', 'pastry', 'rolls/buns'}),	0.008540925266903915
frozenset({'rolls/buns', 'yogurt', 'tropical fruit'}),	0.008744280630401627
frozenset({'whole milk', 'beef', 'other vegetables'}),	0.009252669039145907
frozenset({'whipped/sour cream', 'other vegetables', 'tropical fruit'}),	0.007829181494661922
frozenset({'fruit/vegetable juice', 'whole milk', 'soda'}),	0.006100660904931368
frozenset({'yogurt', 'frozen vegetables', 'other vegetables'}),	0.0052872394509405184
frozenset({'whole milk', 'cream cheese ', 'other vegetables'}),	0.006710726995424504
frozenset({'butter', 'rolls/buns', 'whole milk'}),	0.0066090493136756485
frozenset({'fruit/vegetable juice', 'whole milk', 'other vegetables'}),	0.01047280122013218
frozenset({'pip fruit', 'root vegetables', 'tropical fruit'}),	0.0052872394509405184
